-729966.4957;-965644.3729;327.1225
-729962.4675;-965653.5155;327.5548
-729958.4393;-965662.6580;327.9871
-729954.4111;-965671.8006;328.4194
-729950.3829;-965680.9432;328.8517
-729946.3547;-965690.0858;329.2841
-729942.3265;-965699.2284;329.7164
-729938.2983;-965708.3710;330.1487
-729934.2702;-965717.5135;330.5810
-729930.2420;-965726.6561;331.0133
-729926.2138;-965735.7987;331.4457
-729922.1856;-965744.9413;331.8780
-729918.1574;-965754.0839;332.3103
-729914.1292;-965763.2264;332.7426
-729910.1010;-965772.3690;333.1749
-729906.0728;-965781.5116;333.6073
-729902.0446;-965790.6542;334.0396
-729898.0165;-965799.7968;334.4719
-729893.9883;-965808.9394;334.9042
-729889.9601;-965818.0819;335.3365
-729885.9319;-965827.2245;335.7688
-729881.9037;-965836.3671;336.2012
-729877.8755;-965845.5097;336.6335
-729873.8473;-965854.6523;337.0658
-729869.8191;-965863.7948;337.4981
-729865.7909;-965872.9374;337.9304
-729861.7628;-965882.0800;338.3628
-729857.7346;-965891.2226;338.7951
-729853.7064;-965900.3652;339.2274
-729849.6782;-965909.5077;339.6597
-729845.6500;-965918.6503;340.0920
-729841.6218;-965927.7929;340.5244
-729837.5936;-965936.9355;340.9567
-729833.5654;-965946.0781;341.3890
-729829.5372;-965955.2207;341.8213
-729825.5091;-965964.3632;342.2536
-729821.6500;-965973.5726;342.7219
-729818.1678;-965982.9306;343.2704
-729814.6855;-965992.2887;343.8189
-729811.2032;-966001.6467;344.3674
-729807.7210;-966011.0048;344.9159
-729804.2387;-966020.3628;345.4644
-729800.7565;-966029.7209;346.0129
-729797.2742;-966039.0789;346.5613
-729793.7919;-966048.4369;347.1098
-729790.2725;-966057.7770;347.7091
-729786.6005;-966067.0433;348.5172
-729782.9284;-966076.3095;349.3253
-729779.2564;-966085.5757;350.1334
-729775.5843;-966094.8419;350.9414
-729771.9123;-966104.1082;351.7495
-729768.2402;-966113.3744;352.5576
-729764.5682;-966122.6406;353.3657
-729760.8961;-966131.9069;354.1738
-729757.2241;-966141.1731;354.9818
-729753.5520;-966150.4393;355.7899
-729749.8800;-966159.7056;356.5980
-729746.2079;-966168.9718;357.4061
-729742.5359;-966178.2380;358.2142
-729738.8638;-966187.5043;359.0222
-729735.1918;-966196.7705;359.8303
-729731.5197;-966206.0367;360.6384
-729727.8476;-966215.3030;361.4465
-729724.1756;-966224.5692;362.2546
-729720.5035;-966233.8354;363.0626
-729716.8108;-966243.0948;363.8537
-729713.0871;-966252.3441;364.6192
-729709.3633;-966261.5933;365.3846
-729705.6396;-966270.8425;366.1501
-729701.9158;-966280.0917;366.9155
-729698.1921;-966289.3409;367.6810
-729694.4683;-966298.5901;368.4464
-729690.7446;-966307.8393;369.2119
-729687.0208;-966317.0885;369.9773
-729683.2971;-966326.3377;370.7428
-729679.5733;-966335.5869;371.5082
-729675.8496;-966344.8361;372.2737
-729672.1258;-966354.0853;373.0391
-729668.4154;-966363.3438;373.7509
-729664.7312;-966372.6206;374.3575
-729661.0469;-966381.8973;374.9641
-729657.3626;-966391.1741;375.5707
-729653.6784;-966400.4508;376.1773
-729649.9941;-966409.7276;376.7839
-729646.3098;-966419.0044;377.3905
-729642.6256;-966428.2811;377.9971
-729638.9413;-966437.5579;378.6037
-729635.2571;-966446.8346;379.2103
-729631.5728;-966456.1114;379.8168
-729627.8885;-966465.3882;380.4234
-729624.2043;-966474.6649;381.0300
-729620.5200;-966483.9417;381.6366
-729616.8358;-966493.2184;382.2432
-729613.1549;-966502.5021;382.7479
-729609.4773;-966511.7925;383.1531
-729605.7989;-966521.0825;383.5585
-729602.0986;-966530.3637;383.9678
-729598.3984;-966539.6449;384.3771
-729594.6981;-966548.9261;384.7864
-729590.9979;-966558.2073;385.1957
-729587.2976;-966567.4885;385.6050
-729583.5974;-966576.7697;386.0144
-729579.8972;-966586.0509;386.4237
-729576.1969;-966595.3321;386.8330
-729572.4967;-966604.6133;387.2423
-729568.7964;-966613.8945;387.6516
-729565.0962;-966623.1757;388.0609
-729561.3959;-966632.4569;388.4702
-729557.8636;-966641.7900;389.1021
-729554.3664;-966651.1339;389.7805
-729550.8692;-966660.4779;390.4590
-729547.3720;-966669.8218;391.1374
-729543.8748;-966679.1657;391.8159
-729540.3775;-966688.5097;392.4943
-729536.6660;-966697.7714;393.1585
-729532.9389;-966707.0272;393.8216
-729529.2119;-966716.2829;394.4848
-729525.4848;-966725.5387;395.1479
-729521.7577;-966734.7945;395.8111
-729518.0307;-966744.0502;396.4742
-729514.3036;-966753.3060;397.1374
-729510.5766;-966762.5618;397.8005
-729506.8495;-966771.8176;398.4637
-729503.1225;-966781.0733;399.1268
-729499.3954;-966790.3291;399.7900
-729495.6683;-966799.5849;400.4531
-729491.9413;-966808.8406;401.1163
-729488.1887;-966818.0802;401.8503
-729484.3914;-966827.2913;402.7080
-729480.5941;-966836.5024;403.5658
-729476.7969;-966845.7136;404.4235
-729472.9996;-966854.9247;405.2813
-729469.2023;-966864.1358;406.1391
-729465.4050;-966873.3470;406.9968
-729461.6078;-966882.5581;407.8546
-729457.8105;-966891.7692;408.7124
-729454.0132;-966900.9803;409.5701
-729450.2160;-966910.1915;410.4279
-729446.6461;-966919.5132;411.0120
-729443.1094;-966928.8511;411.5562
-729439.5726;-966938.1889;412.1004
-729436.0359;-966947.5268;412.6446
-729432.4992;-966956.8646;413.1888
-729428.9625;-966966.2025;413.7330
-729425.4257;-966975.5403;414.2773
-729421.8890;-966984.8781;414.8215
-729418.3523;-966994.2160;415.3657
-729414.8156;-967003.5538;415.9099
-729411.2788;-967012.8917;416.4541
-729407.7875;-967022.2555;416.8047
-729404.3041;-967031.6238;417.1216
-729400.8207;-967040.9922;417.4385
-729397.3374;-967050.3605;417.7553
-729393.8540;-967059.7288;418.0722
-729390.3706;-967069.0971;418.3890
-729386.9546;-967078.4801;418.8957
-729383.5927;-967087.8754;419.5340
-729380.1692;-967097.2711;419.5340
-729377.6425;-967106.9236;419.7094
-729375.5286;-967116.6943;419.9657
-729373.4148;-967126.4649;420.2219
-729371.3009;-967136.2356;420.4781
-729369.4308;-967146.0552;420.7264
-729367.6272;-967155.8881;420.9725
-729365.8235;-967165.7210;421.2187
-729364.0199;-967175.5540;421.4648
-729362.2163;-967185.3869;421.7110
-729360.4126;-967195.2198;421.9571
-729358.6090;-967205.0527;422.2032
-729356.8054;-967214.8856;422.4494
-729354.8477;-967224.6887;422.6844
-729352.8123;-967234.4767;422.9138
-729350.7769;-967244.2646;423.1432
-729348.7414;-967254.0526;423.3726
-729346.7124;-967263.8385;423.6909
-729344.6977;-967273.6198;424.2075
-729342.6830;-967283.4011;424.7241
-729340.6682;-967293.1824;425.2408
-729338.6535;-967302.9638;425.7574
-729336.6388;-967312.7451;426.2740
-729334.6241;-967322.5264;426.7906
-729332.6094;-967332.3077;427.3072
-729330.5947;-967342.0890;427.8239
-729328.5799;-967351.8703;428.3405
-729326.5652;-967361.6516;428.8571
-729324.5505;-967371.4329;429.3737
-729322.5273;-967381.2078;429.9702
-729320.5004;-967390.9799;430.6014
-729318.4735;-967400.7519;431.2325
-729316.4467;-967410.5240;431.8637
-729314.4198;-967420.2961;432.4948
-729312.3929;-967430.0682;433.1260
-729310.3660;-967439.8402;433.7571
-729308.3391;-967449.6123;434.3883
-729306.3123;-967459.3844;435.0194
-729304.2854;-967469.1564;435.6506
-729302.2585;-967478.9285;436.2818
-729300.2316;-967488.7006;436.9129
-729298.2048;-967498.4727;437.5441
-729296.1779;-967508.2447;438.1752
-729294.1510;-967518.0168;438.8064
-729292.1241;-967527.7889;439.4375
-729290.0972;-967537.5610;440.0687
-729288.0704;-967547.3330;440.6998
-729286.0435;-967557.1051;441.3310
-729283.9511;-967566.8773;441.5270
-729281.8267;-967576.6488;441.5316
-729279.2701;-967586.2861;442.2977
-729275.2443;-967595.3727;442.5270
-729270.1370;-967603.9598;442.5270
-729264.0622;-967611.8323;443.0182
-729256.9766;-967618.7958;443.9513
-729249.1753;-967624.9956;444.5260
-729240.9964;-967630.7154;444.5260
-729231.3573;-967633.3777;444.5260
-729221.6098;-967635.5815;444.5265
-729211.7230;-967636.9686;444.5270
-729201.7620;-967637.2489;444.5270
-729191.8184;-967636.1882;444.5270
-729182.0442;-967634.0821;444.5270
-729172.3451;-967631.6556;444.5270
-729162.7019;-967629.0314;444.5081
-729153.5838;-967624.9466;444.0904
-729144.4657;-967620.8617;443.6727
-729135.3476;-967616.7769;443.2550
-729126.2295;-967612.6921;442.8373
-729117.1805;-967608.4760;442.3320
-729108.3287;-967603.8854;441.5765
-729099.8064;-967598.8267;440.2586
-729091.3068;-967593.7359;438.9023
-729082.8071;-967588.6451;437.5459
-729074.2552;-967583.7721;439.2751
-729065.4521;-967579.4627;441.0119
-729056.0160;-967576.7464;442.7274
-729046.3044;-967576.5839;445.1059
-729036.4129;-967577.3002;446.1474
-729026.6366;-967579.0639;446.8770
-729016.9910;-967581.5510;447.5290
-729007.0136;-967582.0790;447.7606
-728997.0495;-967582.5102;448.4896
-728987.0855;-967582.9414;449.2187
-728977.1974;-967583.8979;450.2381
-728967.3655;-967585.2436;451.4727
-728957.5318;-967586.5896;452.6914
-728947.6869;-967587.9372;453.8148
-728937.8624;-967589.5264;454.6599
-728928.0735;-967591.5389;455.0172
-728918.2847;-967593.5515;455.3745
-728908.4358;-967595.0252;456.0852
-728898.5407;-967596.0841;457.0679
-728888.6433;-967597.1241;458.0482
-728878.7440;-967598.1472;459.0264
-728868.8141;-967598.6715;459.9501
-728858.8517;-967598.6663;460.8159
-728848.8871;-967598.6103;461.6441
-728838.9127;-967598.3155;462.2951
-728828.9382;-967598.0207;462.9461
-728818.9638;-967597.7258;463.5971
-728808.9894;-967597.4310;464.2481
-728799.0149;-967597.1362;464.8990
-728789.0405;-967596.8414;465.5500
-728779.0661;-967596.5466;466.2010
-728769.0916;-967596.2517;466.8520
-728759.1172;-967595.9569;467.5030
-728749.1428;-967595.6621;468.1539
-728739.1684;-967595.3673;468.8049
-728729.1939;-967595.0725;469.4559
-728719.2392;-967595.5938;470.1928
-728709.2871;-967596.2231;470.9411
-728699.3332;-967596.8748;471.6351
-728689.3724;-967597.6105;472.1253
-728679.4352;-967598.5226;472.6394
-728669.6137;-967600.2944;473.2706
-728659.9316;-967602.6185;474.0519
-728650.3481;-967605.3330;474.9393
-728640.8420;-967608.2795;475.8511
-728631.4919;-967611.6930;476.8121
-728622.3264;-967615.5062;477.7464
-728613.7121;-967620.5125;478.6008
-728605.0977;-967625.5188;479.4552
-728596.6276;-967630.7831;480.1850
-728588.1717;-967636.0730;480.9025
-728579.8013;-967641.4814;481.6322
-728572.0430;-967647.7377;482.4487
-728564.2847;-967653.9941;483.2652
-728556.6069;-967660.3679;483.8983
-728548.9684;-967666.7988;484.4423
-728541.3298;-967673.2296;484.9863
-728533.6912;-967679.6605;485.5303
-728526.1205;-967686.1723;486.0609
-728518.5501;-967692.6844;486.5913
-728510.9797;-967699.1965;487.1218
-728503.4093;-967705.7086;487.6522
-728495.8388;-967712.2207;488.1827
-728488.2684;-967718.7328;488.7132
-728480.6980;-967725.2448;489.2436
-728473.1276;-967731.7569;489.7741
-728465.5571;-967738.2690;490.3046
-728457.9867;-967744.7811;490.8350
-728450.4163;-967751.2932;491.3655
-728442.8459;-967757.8053;491.8959
-728435.2754;-967764.3174;492.4264
-728427.7050;-967770.8295;492.9569
-728420.1346;-967777.3415;493.4873
-728412.5642;-967783.8536;494.0178
-728404.9937;-967790.3657;494.5482
-728397.4233;-967796.8778;495.0787
-728389.8529;-967803.3899;495.6092
-728382.2825;-967809.9020;496.1396
-728374.7120;-967816.4141;496.6701
-728367.1416;-967822.9261;497.2006
-728359.5712;-967829.4382;497.7310
-728352.0008;-967835.9503;498.2615
-728344.4303;-967842.4624;498.7919
-728336.8599;-967848.9745;499.3224
-728329.2895;-967855.4866;499.8529
-728321.7191;-967861.9987;500.3833
-728314.1486;-967868.5108;500.9138
-728306.5782;-967875.0228;501.4443
-728299.0364;-967881.5672;501.9840
-728291.5002;-967888.1181;502.5256
-728283.9641;-967894.6689;503.0672
-728276.4279;-967901.2197;503.6089
-728268.8918;-967907.7705;504.1505
-728261.4857;-967914.4573;504.7393
-728254.3868;-967921.4655;505.4396
-728247.2879;-967928.4738;506.1400
-728240.3026;-967935.5946;506.8232
-728233.4609;-967942.8578;507.4850
-728226.6193;-967950.1210;508.1468
-728220.0659;-967957.6407;508.6709
-728213.9116;-967965.5155;509.0046
-728207.7573;-967973.3904;509.3382
-728201.6464;-967981.2930;509.7723
-728195.5948;-967989.2335;510.3441
-728189.5433;-967997.1740;510.9158
-728183.4917;-968005.1145;511.4875
-728177.4401;-968013.0550;512.0592
-728171.3886;-968020.9955;512.6309
-728165.3370;-968028.9360;513.2026
-728159.3715;-968036.9461;513.6713
-728153.5221;-968045.0502;514.0009
-728147.6727;-968053.1543;514.3306
-728141.8233;-968061.2583;514.6602
-728135.9739;-968069.3624;514.9898
-728130.1245;-968077.4665;515.3195
-728124.2751;-968085.5705;515.6491
-728118.4257;-968093.6746;515.9787
-728112.5763;-968101.7787;516.3084
-728106.7269;-968109.8828;516.6380
-728100.8775;-968117.9868;516.9676
-728095.0281;-968126.0909;517.2973
-728089.1415;-968134.1662;517.6573
-728083.1653;-968142.1723;518.0903
-728077.1891;-968150.1784;518.5234
-728071.2130;-968158.1845;518.9565
-728065.2368;-968166.1906;519.3895
-728059.1225;-968174.0927;519.7866
-728052.9419;-968181.9448;520.1665
-728046.7444;-968189.7827;520.5513
-728040.1738;-968197.3048;521.0456
-728033.5699;-968204.7900;521.5300
-728025.3286;-968210.4540;521.5300
-728017.0365;-968216.0395;521.7056
-728008.7373;-968221.6132;521.9431
-728000.4380;-968227.1869;522.1806
-727992.1387;-968232.7606;522.4182
-727983.8395;-968238.3342;522.6557
-727975.5402;-968243.9079;522.8932
-727967.2410;-968249.4816;523.1307
-727958.9417;-968255.0553;523.3682
-727950.6424;-968260.6289;523.6058
-727942.3432;-968266.2026;523.8433
-727934.0439;-968271.7763;524.0808
-727925.7447;-968277.3500;524.3183
-727917.4495;-968282.9303;524.5310
-727909.1895;-968288.5670;524.5310
-727900.9296;-968294.2037;524.5310
-727892.6696;-968299.8405;524.5310
-727884.2479;-968305.2308;524.5950
-727875.7972;-968310.5768;524.6706
-727867.3466;-968315.9229;524.7461
-727858.8959;-968321.2689;524.8216
-727850.4452;-968326.6150;524.8972
-727841.9945;-968331.9610;524.9727
-727833.5438;-968337.3071;525.0483
-727825.0931;-968342.6531;525.1238
-727816.6425;-968347.9992;525.1993
-727808.1918;-968353.3452;525.2749
-727799.7411;-968358.6913;525.3504
-727791.2904;-968364.0373;525.4259
-727782.8397;-968369.3834;525.5015
-727774.5253;-968374.9341;525.4251
-727766.2983;-968380.6162;525.2511
-727758.0714;-968386.2984;525.0771
-727749.8444;-968391.9805;524.9032
-727741.6174;-968397.6627;524.7292
-727733.3905;-968403.3448;524.5552
-727724.9351;-968408.6810;524.5310
-727716.4428;-968413.9613;524.5310
-727707.9505;-968419.2415;524.5310
-727699.4582;-968424.5217;524.5310
-727690.9051;-968429.6799;524.5204
-727681.5789;-968433.2855;524.3744
-727672.2527;-968436.8912;524.2285
-727662.9265;-968440.4968;524.0826
-727653.6003;-968444.1025;523.9367
-727644.2741;-968447.7081;523.7908
-727634.9479;-968451.3138;523.6448
-727625.6503;-968454.9905;523.5320
-727616.4504;-968458.9098;523.5320
-727607.1444;-968462.5671;523.5320
-727597.8093;-968466.1527;523.5320
-727588.5356;-968469.8884;523.4163
-727579.3085;-968473.7378;523.2131
-727570.0813;-968477.5873;523.0098
-727560.8541;-968481.4367;522.8065
-727551.6270;-968485.2862;522.6033
-727542.2857;-968488.8463;522.5330
-727532.8840;-968492.2535;522.5330
-727523.4824;-968495.6607;522.5330
-727514.0807;-968499.0680;522.5330
-727504.6791;-968502.4752;522.5330
-727495.2775;-968505.8824;522.5330
-727485.7426;-968508.8782;522.5330
-727476.1279;-968511.6274;522.5330
-727466.4642;-968514.1981;522.5330
-727456.7059;-968516.1835;522.6922
-727446.7435;-968516.8736;523.2168
-727436.7685;-968517.1577;523.5340
-727426.7742;-968516.8203;523.5340
-727416.7847;-968516.4053;523.5340
-727406.8247;-968515.5119;523.5340
-727396.8647;-968514.6186;523.5340
-727387.0404;-968512.7888;523.5340
-727377.2415;-968510.7937;523.5346
-727367.4287;-968508.8805;523.3818
-727357.6029;-968507.0407;523.1193
-727347.7771;-968505.2009;522.8569
-727337.9513;-968503.3611;522.5944
-727328.2559;-968500.9429;522.3720
-727318.5987;-968498.3557;522.1613
-727308.9415;-968495.7685;521.9506
-727299.2842;-968493.1813;521.7399
-727289.6262;-968490.5970;521.5360
-727279.9433;-968488.0987;521.5360
-727270.2604;-968485.6004;521.5360
-727260.5779;-968483.1008;521.5320
-727250.9172;-968480.5287;521.2973
-727241.2565;-968477.9567;521.0626
-727231.5957;-968475.3846;520.8279
-727221.9350;-968472.8126;520.5932
-727212.2940;-968470.2203;520.0458
-727202.6592;-968467.6216;519.4000
-727193.0243;-968465.0230;518.7542
-727183.3411;-968462.5563;518.5372
-727173.6333;-968460.1565;518.5376
-727163.9255;-968457.7566;518.5380
-727154.2467;-968455.2826;518.1063
-727144.5699;-968452.8034;517.6449
-727134.8931;-968450.3242;517.1835
-727125.2163;-968447.8451;516.7221
-727115.5395;-968445.3659;516.2607
-727105.8626;-968442.8867;515.7993
-727096.1858;-968440.4075;515.3379
-727086.5090;-968437.9284;514.8765
-727076.8322;-968435.4492;514.4151
-727067.1554;-968432.9700;513.9537
-727057.4786;-968430.4909;513.4923
-727047.8017;-968428.0117;513.0309
-727038.1249;-968425.5325;512.5695
-727028.4481;-968423.0533;512.1081
-727018.7713;-968420.5742;511.6467
-727009.0945;-968418.0950;511.1853
-726999.4176;-968415.6158;510.7239
-726989.7408;-968413.1367;510.2625
-726980.0640;-968410.6575;509.8011
-726970.3872;-968408.1783;509.3396
-726960.7104;-968405.6991;508.8782
-726951.0335;-968403.2200;508.4168
-726941.3567;-968400.7408;507.9554
-726931.6831;-968398.2498;507.4922
-726922.0376;-968395.6547;507.0125
-726912.3921;-968393.0596;506.5327
-726902.7467;-968390.4645;506.0530
-726893.1012;-968387.8694;505.5733
-726883.4557;-968385.2743;505.0936
-726873.8102;-968382.6792;504.6139
-726864.1647;-968380.0841;504.1342
-726854.5192;-968377.4890;503.6545
-726844.9021;-968374.8710;502.8628
-726835.2936;-968372.2460;501.9767
-726825.6850;-968369.6210;501.0905
-726816.1036;-968366.9017;500.2042
-726806.5659;-968364.0299;499.3175
-726797.0283;-968361.1582;498.4308
-726787.4906;-968358.2864;497.5441
-726777.9530;-968355.4147;496.6574
-726768.4153;-968352.5429;495.7707
-726758.8777;-968349.6712;494.8840
-726749.3400;-968346.7994;493.9973
-726739.8024;-968343.9277;493.1106
-726730.2243;-968341.1705;492.3259
-726720.5753;-968338.6153;491.7209
-726710.9262;-968336.0600;491.1159
-726701.2686;-968333.5382;490.5622
-726691.4678;-968331.5756;490.8669
-726681.6670;-968329.6131;491.1716
-726671.8662;-968327.6506;491.4764
-726662.0640;-968325.7397;491.1117
-726652.2615;-968323.8442;490.5487
-726642.4589;-968321.9486;489.9857
-726632.6564;-968320.0531;489.4227
-726622.8539;-968318.1575;488.8597
-726613.0513;-968316.2620;488.2967
-726603.2488;-968314.3664;487.7336
-726593.4346;-968312.5201;487.2125
-726583.6147;-968310.6982;486.7122
-726573.7948;-968308.8764;486.2119
-726563.9749;-968307.0545;485.7115
-726554.1550;-968305.2326;485.2112
-726544.3351;-968303.4107;484.7108
-726534.5152;-968301.5888;484.2105
-726524.6953;-968299.7669;483.7102
-726514.8754;-968297.9451;483.2098
-726505.0555;-968296.1232;482.7095
-726495.2356;-968294.3013;482.2091
-726485.4157;-968292.4794;481.7088
-726475.5958;-968290.6575;481.2085
-726465.7759;-968288.8357;480.7081
-726455.9560;-968287.0138;480.2078
-726446.1361;-968285.1919;479.7074
-726436.3162;-968283.3700;479.2071
-726426.4963;-968281.5481;478.7068
-726416.6764;-968279.7263;478.2064
-726406.8565;-968277.9044;477.7061
-726397.0342;-968276.1320;477.0947
-726387.2108;-968274.3822;476.4330
-726377.3873;-968272.6323;475.7714
-726367.5639;-968270.8824;475.1097
-726357.7326;-968269.1848;474.4390
-726347.8593;-968267.7703;473.7200
-726337.9860;-968266.3559;473.0009
-726328.0723;-968265.4229;472.3267
-726318.0911;-968265.2946;471.7275
-726308.1104;-968265.1345;471.1282
-726298.1302;-968264.9898;470.5331
-726288.1582;-968265.5551;470.0426
-726278.1863;-968266.1204;469.5522
-726268.2143;-968266.6856;469.0618
-726258.2424;-968267.2509;468.5713
-726248.3073;-968268.1198;467.8404
-726238.3737;-968269.0005;467.1001
-726228.4401;-968269.8812;466.3599
-726218.5065;-968270.7620;465.6196
-726208.5729;-968271.6427;464.8794
-726198.6153;-968272.3184;464.3018
-726188.6386;-968272.8324;463.8526
-726178.6660;-968273.3241;463.3152
-726168.7014;-968273.7715;462.6033
-726158.7368;-968274.2189;461.8914
-726148.7897;-968274.1321;462.0915
-726138.8619;-968273.5113;461.9907
-726129.1732;-968271.6212;460.8095
-726119.8970;-968268.0085;460.3770
-726111.2383;-968263.1370;459.2917
-726102.8723;-968257.7247;458.5550
-726094.6796;-968251.9905;458.5550
-726086.4870;-968246.2564;458.5550
-726077.6204;-968241.6784;458.5560
-726068.0121;-968238.9635;458.3501
-726058.2679;-968236.9788;457.3211
-726048.4204;-968235.5186;456.4364
-726038.4737;-968234.7332;455.7675
-726028.5271;-968233.9479;455.0986
-726018.5741;-968233.2482;454.4549
-726008.5941;-968232.9127;453.9186
-725998.6142;-968232.5772;453.3822
-725988.6342;-968232.2417;452.8459
